product_id,temporal_score,is_anomaly
B000G386MU,0.2291,0
B000G8LWZI,0.8134,1
B000GBICYE,0.9685,1
B000GBID0M,0.7939,1
B000GBID20,0.4857,1
B000GBMYC0,0.9659,1
B000GCKANY,-0.0,0
B000GCNE2I,0.419,1
B000GCVVWI,0.4955,1
B000GD031C,0.0645,0
B000GHWWTE,0.2961,0
B000GI1MV2,-0.0,0
B000GJ01MW,0.0645,0
B000GQY1OY,-0.0,0
B000GU4TX8,0.0645,0
B000H8DUG6,0.0645,0
B000H9E80W,0.4955,1
B000HHANVW,0.4136,1
B000HUNBXG,0.5453,1
B000I1CFC2,0.5812,1
B000IHTZHO,0.0645,0
B000J4K0WU,0.0645,0
B000JJLE9S,-0.0,0
B000JL7R1A,-0.0,0
B000JRBWLK,-0.0,0
B000K10V2Q,0.5474,1
B000KFX3TK,0.2291,0
B000KHTDM4,0.4955,1
B000KHTGQW,0.0645,0
B000KMCSG2,-0.0,0
B000KQCDVI,-0.0,0
B000KRL5VG,0.603,1
B000L55DME,-0.0,0
B000LCETUO,0.0645,0
B000LJBYFK,0.4955,1
B000LLYFUE,0.5477,1
B000LRKN7M,0.5474,1
B000LRL16E,0.2291,0
B000LUS24K,-0.0,0
B000MAREPC,-0.0,0
B000MATKPO,0.4422,1
B000MQNLOY,-0.0,0
B000MQRW9Y,-0.0,0
B000MT1GHA,0.8596,1
B000MULAS4,0.0645,0
B000MVVJMU,0.456,1
B000N0OSAK,-0.0,0
B000N2JL32,0.4627,1
B000N71UOU,-0.0,0
B000N9IQLS,0.4841,1
B000NCW562,-0.0,0
B000NHZSKC,0.8818,1
B000NIYANW,-0.0,0
B000NIZYIW,0.7201,1
B000NJHS26,-0.0,0
B000NJJFBI,0.6284,1
B000NJMRQS,0.2291,0
B000NLHXA6,-0.0,0
B000NPVD7Q,0.2961,0
B000NQ0F3S,-0.0,0
B000NQAV28,0.0645,0
B000NQBGYK,0.5285,1
B000NT0H2O,0.2291,0
B000NVAMJA,0.0645,0
B000NVIFGW,0.0645,0
B000NVR94G,0.2291,0
B000NWD020,-0.0,0
B000NWMOBS,0.4277,1
B000NY66DS,0.6442,1
B000NZXMUW,0.2291,0
B000O5XP3U,0.0645,0
B000O8RL7S,0.5474,1
B000OOU9US,0.2291,0
B000OQ9YZW,-0.0,0
B000OQFVLS,0.5617,1
B000OSM30S,-0.0,0
B000OV40LA,0.6167,1
B000OYNCUM,-0.0,0
B000OZWP8G,0.0645,0
B000P275ZQ,-0.0,0
B000P4YH4G,0.2291,0
B000PA3B6A,0.3838,0
B000PHTBNU,0.0645,0
B000PJ82PQ,0.0645,0
B000PKKAFK,0.3924,1
B000PKKAGO,0.65,1
B000PKMA2G,0.5421,1
B000PKNPES,0.8158,1
B000PKS7AU,-0.0,0
B000PY8B98,0.0645,0
B000Q30S94,-0.0,0
B000QU1602,0.419,1
B000QV2NFS,0.0645,0
B000REIM1S,0.7522,1
B000RFDQB8,0.3332,0
B000RJ2X3G,0.0645,0
B000ROHK7K,0.5285,1
B000RTSMYU,-0.0,0
B000RZQIAE,0.0645,0
B000S2T42U,0.0645,0
B000S94J00,0.0645,0
B000S9995A,-0.0,0
B000SDI6MI,0.2291,0
B000SDI6OG,0.0645,0
B000SOLLXI,0.0645,0
B000SSQGXE,0.0645,0
B000STDMSU,-0.0,0
B000SWXZN4,-0.0,0
B000T9APWA,0.0645,0
B000TF246Y,0.4955,1
B000TFW8WE,0.0645,0
B000TINMH6,-0.0,0
B000TLSSUO,0.0645,0
B000TV9S08,-0.0,0
B000TX45AO,0.0645,0
B000U69JME,0.2291,0
B000UCEG1C,0.2961,0
B000UIBC7W,-0.0,0
B000UJZIEY,0.4857,1
B000UK163K,0.4955,1
B000UK2VRK,0.2953,0
B000UK4Y5M,0.5042,1
B000UK4Y6Q,0.419,1
B000UKOS6M,0.0645,0
B000ULKS10,-0.0,0
B000ULNFCE,0.0645,0
B000ULP3S8,-0.0,0
B000UTMN06,0.2291,0
B000UW4E7I,-0.0,0
B000UZXN8G,-0.0,0
B000V1XWXK,-0.0,0
B000V2J3ZA,0.419,1
B000V5F2NO,0.7269,1
B000V5KL7G,-0.0,0
B000V8GH4Y,0.5042,1
B000VDCFDG,0.0645,0
B000VETB5U,0.3924,1
B000VGCDAS,-0.0,0
B000VL6BT2,-0.0,0
B000VLV5TS,-0.0,0
B000VLYHXY,0.2291,0
B000VOFNDE,0.0645,0
B000VOJOHU,0.5042,1
B000VVTFO0,0.4868,1
B000W27068,0.0645,0
B000W7D5E4,-0.0,0
B000WBL484,0.5042,1
B000WBQQY6,0.544,1
B000WBS0BS,0.0645,0
B000WI50IM,0.5474,1
B000WIHR92,0.419,1
B000WN2T2M,0.456,1
B000WN45UQ,-0.0,0
B000WN5K2S,0.4857,1
B000WNWW7Y,-0.0,0
B000WOY4TW,-0.0,0
B000WQ2IWK,-0.0,0
B000WQDWB6,0.4331,1
B000WS51FE,-0.0,0
B000WYEX1G,0.0645,0
B000X1L1L8,0.2291,0
B000X1YING,0.8719,1
B000X20Y4C,0.9815,1
B000X24G00,0.4641,1
B000XQO84A,0.5729,1
B000XRR7N8,0.9349,1
B000XTBEYO,0.419,1
B000YB3UDY,0.0645,0
B000YD9MKM,0.2291,0
B000Z63TW0,-0.0,0
B000Z6GMEC,-0.0,0
B000ZMBSNG,-0.0,0
B0010AYGOU,-0.0,0
B0010LG3MM,0.0645,0
B0010LNIZM,0.0645,0
B0010VSH3K,0.761,1
B0010ZCSL8,-0.0,0
B00110MKTM,0.0645,0
B00117ZVA0,0.0645,0
B0011DL8T2,0.4912,1
B0011NR2LA,-0.0,0
B0011V3T8W,-0.0,0
B0011WD120,0.0645,0
B001281404,0.4705,1
B0012CFBXG,-0.0,0
B0012E60C0,0.0645,0
B0012GO98U,-0.0,0
B0012I0TB4,0.0645,0
B0012KGZFQ,-0.0,0
B0012QW0B8,-0.0,0
B0012SOTRY,0.2291,0
B0012UL1R8,-0.0,0
B0012WJQKA,-0.0,0
B0012YEDL0,-0.0,0
B00138XR6M,-0.0,0
B0013C86Q4,-0.0,0
B0013E3VG2,-0.0,0
B0013FAYDY,0.6269,1
B0013YC23A,0.0645,0
B001441XFM,0.4349,1
B0014AWFCG,-0.0,0
B0014Z844E,-0.0,0
B0014ZZNWA,0.0645,0
B00152W1AO,0.2291,0
B001540XWK,0.6269,1
B00157BTMU,-0.0,0
B00157GTI4,-0.0,0
B00157OBRU,0.3924,1
B00158S4S6,-0.0,0
B00159JOIO,0.2291,0
B0015KVD8C,-0.0,0
B0015TD2BY,-0.0,0
B0015TDA3E,0.0645,0
B0015TEQT6,0.0645,0
B0015TGYDW,-0.0,0
B0015XMBEY,-0.0,0
B001627OA0,-0.0,0
B00164E0NM,-0.0,0
B00166CXCA,-0.0,0
B00168F4VK,0.0645,0
B00169NCMM,0.5019,1
B0016MNDQ4,-0.0,0
B0016P7GEQ,0.2291,0
B00170DB4E,0.5429,1
B00172Q590,-0.0,0
B00176GTAG,-0.0,0
B0017LO24Q,-0.0,0
B0017MTBUA,0.2961,0
B0017PN8U6,0.419,1
B0017QTG60,-0.0,0
B001820AR2,0.0645,0
B00186MJ18,0.5643,1
B0018BVETG,0.2961,0
B0018BYFXS,-0.0,0
B0018BYKQ0,-0.0,0
B0018BYKW4,0.456,1
B0018MZAN6,0.2953,0
B0018P1YOM,0.5973,1
B0018S26B4,0.0645,0
B0018U3QC0,-0.0,0
B0018Y3MA2,0.0645,0
B00196R6HO,-0.0,0
B00197NYZ6,0.419,1
B00197RQ5U,-0.0,0
B00197TCJI,0.4639,1
B0019CK0IK,0.419,1
B0019GTZSM,0.456,1
B0019H2KUG,0.419,1
B0019IH23A,0.0645,0
B0019QE22G,-0.0,0
B0019WZHXI,0.811,1
B001A1NJOM,0.6294,1
B001A42L2A,0.5042,1
B001A8H4XW,-0.0,0
B001A9UGZO,-0.0,0
B001AHVGCS,0.0645,0
B001ANKY6G,0.0645,0
B001ANMWB6,-0.0,0
B001ANORT6,-0.0,0
B001ANOXTK,-0.0,0
B001ANXJXQ,0.0645,0
B001AP2J6W,-0.0,0
B001ARUXMM,0.0645,0
B001AWYULM,0.0645,0
B001AX81PM,0.0645,0
B001AYAEYM,0.2291,0
B001AYQRNY,-0.0,0
B001B1C0OG,-0.0,0
B001B1KLSS,-0.0,0
B001B68ZHW,0.6127,1
B001B9S416,0.535,1
B001B9VSFK,0.5643,1
B001BQ80XG,0.2291,0
B001CAYPCQ,-0.0,0
B001CCLK3G,0.5349,1
B001CDGVWA,-0.0,0
B001CE31XQ,0.6827,1
B001CL2LB2,-0.0,0
B001CLAB0A,0.0645,0
B001CN78PY,-0.0,0
B001CZIFVI,-0.0,0
B001D0812A,0.4857,1
B001D29JYW,-0.0,0
B001D6UCD0,0.0645,0
B001DESQ2Q,-0.0,0
B001DJP5YS,-0.0,0
B001DYFIPY,0.7615,1
B001DZ5P06,-0.0,0
B001E15BVM,-0.0,0
B001E2NTNI,-0.0,0
B001E6OCC6,-0.0,0
B001E76F6G,0.9044,1
B001E77MMC,0.456,1
B001E96OGK,-0.0,0
B001ECQ35E,-0.0,0
B001ECQSAE,-0.0,0
B001ECZJYU,0.6269,1
B001ET79AK,0.8206,1
B001ET7HJI,0.8893,1
B001EYCTAK,0.4349,1
B001F0NKEC,0.0645,0
B001F51UJO,-0.0,0
B001F8RVGM,-0.0,0
B001FB0AHQ,0.4641,1
B001FHMEHO,-0.0,0
B001FORJTA,-0.0,0
B001FQMAIS,0.0645,0
B001FWXTOQ,0.2961,0
B001FYT87G,0.8327,1
B001G60EPS,-0.0,0
B001G74D22,0.0645,0
B001GILLJ4,-0.0,0
B001GS09E2,0.0645,0
B001HK555M,0.5019,1
B001HS29LM,0.5059,1
B001JB72DC,-0.0,0
B001JJBE2E,0.2291,0
B001JKN0HK,0.8793,1
B001JTGO7Y,0.5095,1
B001K80AYM,0.0645,0
B001KIV6O0,0.2291,0
B001KMWP1O,0.0645,0
B001KUPR4I,0.2961,0
B001KYNXFO,-0.0,0
B001KYQ21Q,0.5409,1
B001KYU8UM,0.2961,0
B001KYVPB8,0.5042,1
B001L499NS,-0.0,0
B001L91TSQ,-0.0,0
B001LBFC6E,0.7384,1
B001LBH1T0,-0.0,0
B001LM8ASA,-0.0,0
B001LV58R2,0.2961,0
B001LY7FRK,0.917,1
B001MKRQBS,0.5271,1
B001MP0QH4,0.8818,1
B001MP43NM,-0.0,0
B001MP47WE,0.6334,1
B001MP5X4A,0.0645,0
B001MPXPQS,0.4934,1
B001MWZD16,0.0645,0
B001N0QMF8,-0.0,0
B001NED35Q,-0.0,0
B001NMK59K,-0.0,0
B001NMLL2K,0.3332,0
B001NXPL84,0.5019,1
B001O1M6II,0.6425,1
B001O3U7LE,-0.0,0
B001O707QU,0.4117,1
B001OAQJ4Q,-0.0,0
B001OB25CU,-0.0,0
B001OFSH5A,-0.0,0
B001OHX6GS,0.0645,0
B001OQ5YJ6,0.0645,0
B001P5LJUO,-0.0,0
B001PIVFU0,0.4641,1
B001PNCRNO,0.0645,0
B001PNCTX2,-0.0,0
B001PPXWAE,-0.0,0
B001PTFWMQ,-0.0,0
B001QGWKP0,0.3924,1
B001QTR63I,0.0645,0
B001QVO0E4,-0.0,0
B001S888OI,-0.0,0
B001SJ8UTA,-0.0,0
B001SPKK7Y,0.3924,1
B001T88N0G,0.6518,1
B001T8QHKO,0.4641,1
B001TH8NVQ,-0.0,0
B001TJ1B22,-0.0,0
B001TKE47A,0.5725,1
B001TLNJGQ,0.4934,1
B001TO13DO,0.0645,0
B001TRZMA6,-0.0,0
B001TSMPUA,-0.0,0
B001TVURZW,0.6269,1
B001U2KUUM,0.0645,0
B001U4O09M,-0.0,0
B001U4RGOS,0.0645,0
B001UC6E2K,0.2291,0
B001UG8BTK,0.0645,0
B001UQ70O2,-0.0,0
B001UZ31SC,0.6819,1
B001V6SN5G,-0.0,0
B001V6WWIU,0.0645,0
B001V9JYOW,0.419,1
B001V9UX6U,-0.0,0
B001V9V71U,0.6467,1
B001VEERLM,-0.0,0
B001VEK1AI,0.4841,1
B001VFL89U,-0.0,0
B001VPEFPY,0.5204,1
B001W2P11S,0.0645,0
B001W3YQZO,0.0645,0
B0020YWBV0,0.0645,0
B0020Z0C24,0.2291,0
B0020Z4LY4,-0.0,0
B0023VUUQI,0.2961,0
B00246EHKW,0.0645,0
B00263XQ0U,-0.0,0
B00267EGLE,0.5429,1
B0026CAV1S,-0.0,0
B0026DE7NK,0.5913,1
B0026NCM78,0.0645,0
B0026PZMFK,0.2291,0
B00275N8BY,0.2291,0
B00279LKBK,0.6269,1
B0027F0CAY,0.5019,1
B0027HLW4M,-0.0,0
B0027JYB4I,0.0645,0
B00282ZSQY,-0.0,0
B00288WHVC,0.2961,0
B0028IG9YI,-0.0,0
B0028PXRD2,0.0645,0
B0029F2HPU,0.4641,1
B0029F2HRI,0.456,1
B002A5OLHQ,0.9529,1
B002A6G40M,-0.0,0
B002AA8G4K,0.4641,1
B002AI40CY,0.0645,0
B002AMUG5K,0.0645,0
B002ARK308,0.4358,1
B002B8MIRM,0.49,1
B002B9FX5A,0.2291,0
B002BPY7H4,0.5617,1
B002C0NZOE,0.4641,1
B002C0RGCQ,0.0645,0
B002C6BJK0,-0.0,0
B002C6G7O8,0.2291,0
B002C741MC,0.2953,0
B002C741NG,0.2291,0
B002C780W4,0.0645,0
B002CJHWCQ,0.4656,1
B002CPTPWK,0.0645,0
B002CVTVV4,-0.0,0
B002CVTVVO,0.2291,0
B002CVTVW8,0.6166,1
B002D4IBFM,0.6859,1
B002E4VK40,0.3924,1
B002E6VSDQ,-0.0,0
B002ESI8B4,-0.0,0
B002EV3JBU,0.0645,0
B002FAVWEG,0.603,1
B002FCIQK2,0.0645,0
B002FCOSIQ,0.0645,0
B002FRMNOW,0.0645,0
B002G8WTBC,-0.0,0
B002GDKPUY,0.6565,1
B002GPUJIU,0.0645,0
B002H64UFG,-0.0,0
B002HEUODA,-0.0,0
B002HEW8I4,0.2961,0
B002HWS7KE,0.3838,0
B002HZWFPY,-0.0,0
B002HZXNBO,0.0645,0
B002ICULX1,0.0645,0
B002IN0WZU,0.2291,0
B002IT6RBM,-0.0,0
B002JAXW6S,0.3924,1
B002JJT0DI,0.0645,0
B002KC6YG0,0.2291,0
B002KOCOCG,0.0645,0
B002L71FS6,-0.0,0
B002LAS26Q,0.456,1
B002LVFY2U,-0.0,0
B002M41W9U,-0.0,0
B002MLDTN0,-0.0,0
B002NBG60C,0.5349,1
B002NEL6DG,0.0645,0
B002NPWWZQ,0.0645,0
B002OCGF1U,-0.0,0
B002OMGNLC,0.5042,1
B002ONN5E4,0.0645,0
B002ONUNR6,0.2953,0
B002OSEMYG,0.3332,0
B002OXKNK8,0.0645,0
B002P0ST1K,0.49,1
B002PILPCW,0.4709,1
B002Q7UCO4,-0.0,0
B002QDQVRA,0.0645,0
B002QE6ASY,-0.0,0
B002QLJ9L2,0.0645,0
B002RA2DK6,0.0645,0
B002RMKXR4,0.3332,0
B002RPHB0S,0.6512,1
B002RTVP5Q,0.0645,0
B002SPZ1GS,0.3838,0
B002SVWFUM,-0.0,0
B002T3SRRE,0.0645,0
B002T5NMGS,0.5474,1
B002U6V19G,-0.0,0
B002UILQBM,0.2291,0
B002ULNQUI,-0.0,0
B002UNC026,-0.0,0
B002UUT3BK,-0.0,0
B002UZT3TC,-0.0,0
B002VWK8HU,0.2291,0
B002W701Z8,-0.0,0
B002WD1X2C,0.2291,0
B002WF7J96,0.2291,0
B002WH5NWE,0.0645,0
B002WJHKPU,-0.0,0
B002WPOKHK,0.0645,0
B002XF4OBQ,-0.0,0
B002XQ1R06,0.4841,1
B002Y8BITI,0.2291,0
B002YAGD28,-0.0,0
B002Z7V168,-0.0,0
B002ZCJQQU,-0.0,0
B002ZP7S12,0.0645,0
B002ZUO8HE,0.2291,0
B0030BJWEG,0.2291,0
B00316PIEI,0.5042,1
B0031AXETA,0.2953,0
B0031EUAK2,-0.0,0
B0031KPPQU,-0.0,0
B0031QK6UY,0.0645,0
B00321QKZS,-0.0,0
B00326GR9W,0.573,1
B0032G72AA,-0.0,0
B00337KV1K,-0.0,0
B0033CYXKA,0.2291,0
B003558OC8,-0.0,0
B00355EOHW,-0.0,0
B0035AT4MC,0.2291,0
B0035KR5K0,0.0645,0
B0035RE2E0,0.0645,0
B0035RIPMA,-0.0,0
B0035TU8B4,0.2953,0
B0035UKA20,-0.0,0
B0036GR4AO,0.0645,0
B0036H1Z44,0.2291,0
B0036JL358,0.4641,1
B0036UUHSQ,0.0645,0
B00375L8YM,-0.0,0
B00375W3R8,0.0645,0
B003771T8U,0.0645,0
B0037H43SI,0.5315,1
B0037LEQAY,-0.0,0
B0037ML1O2,-0.0,0
B00383Q2KI,-0.0,0
B0038LLOV2,0.0645,0
B003905436,-0.0,0
B00392FQ0K,0.4641,1
B00393LKK4,0.0645,0
B003AL01N2,-0.0,0
B003AQH590,0.0645,0
B003AT2PKQ,-0.0,0
B003B6LGOY,-0.0,0
B003B6SO5I,-0.0,0
B003BJ2NXY,-0.0,0
B003BMNHEU,0.3838,0
B003BMNJOS,0.0645,0
B003BMNKUG,-0.0,0
B003BQNBGK,0.0645,0
B003BT007K,0.5011,1
B003C20AFS,0.0645,0
B003C4Y34K,-0.0,0
B003CH767I,0.0645,0
B003CIYY5E,-0.0,0
B003CUO6SM,-0.0,0
B003CYKY4S,0.0645,0
B003D76010,0.44,1
B003DKRI4U,0.0645,0
B003F7BSYW,0.603,1
B003FIQUF8,-0.0,0
B003FKL3G2,-0.0,0
B003GLHCGU,-0.0,0
B003GLS96M,0.0645,0
B003GWFFPE,0.4641,1
B003GWHJXA,0.0645,0
B003H1F9PU,-0.0,0
B003H1T9T2,-0.0,0
B003H3O02G,0.6269,1
B003HEL8MK,-0.0,0
B003HES7QA,-0.0,0
B003HGWPES,-0.0,0
B003HHBFCA,-0.0,0
B003HOXOSQ,0.6294,1
B003I91VB2,-0.0,0
B003I9GF9U,-0.0,0
B003IAJRK8,0.0645,0
B003ILUQPM,0.9374,1
B003J42FMK,-0.0,0
B003J469MM,-0.0,0
B003JCIR1K,-0.0,0
B003JJ4O6K,-0.0,0
B003JN6AUO,-0.0,0
B003KPEF4Y,-0.0,0
B003KWWEQS,0.5413,1
B003L6ROAO,0.0645,0
B003L7PF2C,-0.0,0
B003L8V8R2,0.0645,0
B003LYMR5S,-0.0,0
B003N70FH0,0.0645,0
B003NTFDFM,0.419,1
B003NV9R2U,0.4641,1
B003O1VO3Y,-0.0,0
B003O4UZQI,0.2291,0
B003O9GVD4,-0.0,0
B003OA141M,0.0645,0
B003OCVIRA,-0.0,0
B003OKSF32,0.0645,0
B003OYG18O,-0.0,0
B003PAAMY6,-0.0,0
B003PP0CPU,-0.0,0
B003Q9B1WS,0.3838,0
B003QAD9UE,0.2953,0
B003QKKDQ2,-0.0,0
B003RVFFY0,-0.0,0
B003S4XD54,-0.0,0
B003S5LCGU,-0.0,0
B003S8JG2O,0.0645,0
B003T8QLZ8,-0.0,0
B003TJCBRO,0.5042,1
B003TJHVAQ,-0.0,0
B003TL66EQ,-0.0,0
B003TMQ5LY,0.0645,0
B003TN3A6Q,0.3838,0
B003TQJEG8,0.3838,0
B003U3YFZU,0.0645,0
B003UGJBTW,-0.0,0
B003UM3THQ,-0.0,0
B003URI1WO,-0.0,0
B003USB6CU,-0.0,0
B003USID1C,-0.0,0
B003VC6V7K,-0.0,0
B003VC8M9K,0.3838,0
B003VCCFOI,0.0645,0
B003VID3KM,0.2291,0
B003W89OSG,-0.0,0
B003WYVOJC,0.0645,0
B003XKGPQM,0.0645,0
B003XKUGIA,0.2953,0
B003XSINE6,0.0645,0
B003XVTFY0,0.2291,0
B003XX75X6,-0.0,0
B003XZ60VW,0.0645,0
B003Y602L4,-0.0,0
B003YEDIZI,-0.0,0
B003YHMOW8,-0.0,0
B003YOV4UO,-0.0,0
B003YZRWYA,-0.0,0
B003Z1WBH6,-0.0,0
B003ZAH3HA,-0.0,0
B003ZZBL2I,0.0645,0
B0040CNL6Y,-0.0,0
B0040E3N4W,-0.0,0
B0040ZI31O,0.2953,0
B0041351BA,-0.0,0
B00415EALU,0.0645,0
B0041DKOFS,0.2291,0
B0041E7S9C,-0.0,0
B0041HZDSW,0.0645,0
B0041IDN38,0.0645,0
B0041JHNMY,0.2291,0
B0041JPYS4,-0.0,0
B0041K2KCG,-0.0,0
B0041M1YGC,0.0645,0
B0041MJMGQ,-0.0,0
B0041NR6MM,-0.0,0
B0041PAKXC,0.2291,0
B0041RIBJ0,0.2961,0
B0041TF5YW,0.2291,0
B0042344RG,0.0645,0
B0042JALKE,0.44,1
B0042T0HLM,0.7986,1
B0043497HG,-0.0,0
B00435GRSM,0.4641,1
B0043827WE,-0.0,0
B0043D119O,-0.0,0
B0043MOTJO,-0.0,0
B0043MQKT6,-0.0,0
B0043N9S4Y,-0.0,0
B0043QNR2K,-0.0,0
B0043SGY00,0.2291,0
B0044FDSI8,0.0645,0
B0044ICFDO,-0.0,0
B0045HIGF0,0.2961,0
B0045MMJGC,-0.0,0
B0045QGYNM,0.6334,1
B0045R9TIS,-0.0,0
B0045VJPT2,-0.0,0
B0045W0R2K,0.2291,0
B00460PXZC,0.0645,0
B00466T1CC,0.3838,0
B0046DEFI0,0.0645,0
B0046U9FU6,0.2291,0
B0046UYP4C,0.0645,0
B004797L3E,0.2953,0
B0047FATW8,-0.0,0
B004803YPQ,-0.0,0
B00481F3DQ,-0.0,0
B00487JRXC,0.5349,1
B0048910YE,-0.0,0
B0048BPWF0,-0.0,0
B0048IE1OG,-0.0,0
B00491E2NW,-0.0,0
B0049BAPBA,0.0645,0
B0049D3LIM,0.5474,1
B0049IFPCC,0.2961,0
B0049VJTX0,-0.0,0
B0049VN7O2,-0.0,0
B004AI9OBY,-0.0,0
B004AN5FDA,0.0645,0
B004AOGGZ0,-0.0,0
B004BBNUDS,-0.0,0
B004BC62MI,0.4857,1
B004BS09WG,0.2961,0
B004BWX1BI,0.0645,0
B004C31MSK,-0.0,0
B004CG8Y10,0.2291,0
B004CGBN0Y,0.544,1
B004CHMG7M,0.5042,1
B004CNIQQQ,0.4422,1
B004CNLFAA,0.2291,0
B004CTWFR6,-0.0,0
B004D61KRY,-0.0,0
B004D8XYKI,-0.0,0
B004DGK40S,0.4299,1
B004DWNKWQ,-0.0,0
B004E4GHRS,0.4277,1
B004ECI3S6,0.3838,0
