product_id,text_score,temporal_score,is_anomaly,five_star_pct,burst_ratio,total_reviews,daily_mean,daily_max,hype_score,risk_level
B000GBMYC0,0.5455333333333333,0.9659,1,0.7333,0.0,30,30.0,30,65.69,High
B000GCKANY,0.9218,-0.0,0,1.0,0.0,1,1.0,1,51.48,Medium
B000GCNE2I,0.4908333333333333,0.419,1,0.6667,0.0,3,3.0,3,43.42,Medium
B000GCVVWI,0.434875,0.4955,1,0.75,0.0,4,4.0,4,44.41,Medium
B000GD031C,0.4661,0.0645,0,0.0,0.0,1,1.0,1,23.23,Low
B000GHWWTE,0.42455,0.2961,0,0.5,0.0,2,2.0,2,34.47,Medium
B000GI1MV2,0.3021,-0.0,0,1.0,0.0,1,1.0,1,23.59,Low
B000GJ01MW,0.32,0.0645,0,0.0,0.0,1,1.0,1,16.66,Low
B000GQY1OY,0.4291,-0.0,0,1.0,0.0,1,1.0,1,29.31,Low
B000GU4TX8,0.4125,0.0645,0,0.0,0.0,1,1.0,1,20.82,Low
B000H8DUG6,0.3446,0.0645,0,0.0,0.0,1,1.0,1,17.76,Low
B000H9E80W,0.5171250000000001,0.4955,1,0.75,0.0,4,4.0,4,48.11,Medium
B000HHANVW,0.2989,0.4136,1,0.6667,0.0,3,3.0,3,34.59,Medium
B000HUNBXG,0.4360428571428571,0.5453,1,0.7143,0.0,7,7.0,7,45.85,Medium
B000I1CFC2,0.43124285714285715,0.5812,1,0.4286,0.0,7,7.0,7,44.03,Medium
B000IHTZHO,0.8987,0.0645,0,0.0,0.0,1,1.0,1,42.7,Medium
B000J4K0WU,0.3343,0.0645,0,0.0,0.0,1,1.0,1,17.3,Low
B000JJLE9S,0.8041,-0.0,0,1.0,0.0,1,1.0,1,46.18,Medium
B000JL7R1A,0.374,-0.0,0,1.0,0.0,1,1.0,1,26.83,Low
B000JRBWLK,0.6537,-0.0,0,1.0,0.0,1,1.0,1,39.42,Medium
B000K10V2Q,0.4551,0.5474,1,1.0,0.0,4,4.0,4,49.64,Medium
B000KFX3TK,0.35105,0.2291,0,1.0,0.0,2,2.0,2,33.82,Medium
B000KHTDM4,0.279825,0.4955,1,0.75,0.0,4,4.0,4,37.43,Medium
B000KHTGQW,0.4111,0.0645,0,0.0,0.0,1,1.0,1,20.76,Low
B000KMCSG2,0.3378,-0.0,0,1.0,0.0,1,1.0,1,25.2,Low
B000KQCDVI,0.1363,-0.0,0,1.0,0.0,1,1.0,1,16.13,Low
B000KRL5VG,0.24040000000000003,0.603,1,0.0,0.0,3,3.0,3,31.92,Low
B000L55DME,0.7634,-0.0,0,1.0,0.0,1,1.0,1,44.35,Medium
B000LCETUO,0.2233,0.0645,0,0.0,0.0,1,1.0,1,12.31,Low
B000LJBYFK,0.48807500000000004,0.4955,1,0.75,0.0,4,4.0,4,46.81,Medium
B000LLYFUE,0.3919,0.5477,1,0.8571,0.0,7,7.0,7,45.38,Medium
B000LRKN7M,0.35685,0.5474,1,1.0,0.0,4,4.0,4,45.22,Medium
B000LRL16E,0.376,0.2291,0,1.0,0.0,2,2.0,2,34.94,Medium
B000LUS24K,0.3471,-0.0,0,1.0,0.0,1,1.0,1,25.62,Low
B000MAREPC,0.4762,-0.0,0,1.0,0.0,1,1.0,1,31.43,Low
B000MATKPO,0.6129333333333333,0.4422,1,0.3333,0.0,3,3.0,3,46.39,Medium
B000MQNLOY,0.5219,-0.0,0,1.0,0.0,1,1.0,1,33.49,Medium
B000MQRW9Y,0.4006,-0.0,0,1.0,0.0,1,1.0,1,28.03,Low
B000MT1GHA,0.34484375,0.8596,1,0.75,0.0,16,16.0,16,53.1,Medium
B000MULAS4,0.5201,0.0645,0,0.0,0.0,1,1.0,1,25.66,Low
B000MVVJMU,0.4272666666666667,0.456,1,0.6667,0.0,3,3.0,3,41.85,Medium
B000N0OSAK,0.3504,-0.0,0,1.0,0.0,1,1.0,1,25.77,Low
B000N2JL32,0.4216666666666667,0.4627,1,0.3333,0.0,3,3.0,3,38.5,Medium
B000N71UOU,0.3013,-0.0,0,1.0,0.0,1,1.0,1,23.56,Low
B000N9IQLS,0.44875,0.4841,1,0.25,0.0,4,4.0,4,39.64,Medium
B000NCW562,0.3853,-0.0,0,1.0,0.0,1,1.0,1,27.34,Low
B000NHZSKC,0.4207,0.8818,1,0.8235,0.0,17,17.0,17,58.03,Medium
B000NIYANW,0.2958,-0.0,0,1.0,0.0,1,1.0,1,23.31,Low
B000NIZYIW,0.41092727272727275,0.7201,1,0.5455,0.0,11,11.0,11,49.15,Medium
B000NJHS26,0.7446,-0.0,0,1.0,0.0,1,1.0,1,43.51,Medium
B000NJJFBI,0.37687777777777776,0.6284,1,0.6667,0.0,9,9.0,9,45.62,Medium
B000NJMRQS,0.2619,0.2291,0,1.0,0.0,2,2.0,2,29.8,Low
B000NLHXA6,0.3262,-0.0,0,1.0,0.0,1,1.0,1,24.68,Low
B000NPVD7Q,0.28475,0.2961,0,0.5,0.0,2,2.0,2,28.18,Low
B000NQ0F3S,0.4097,-0.0,0,1.0,0.0,1,1.0,1,28.44,Low
B000NQAV28,0.5118,0.0645,0,0.0,0.0,1,1.0,1,25.29,Low
B000NQBGYK,0.1974,0.5285,1,0.0,0.0,2,2.0,2,27.38,Low
B000NT0H2O,0.1666,0.2291,0,1.0,0.0,2,2.0,2,25.52,Low
B000NVAMJA,0.2381,0.0645,0,0.0,0.0,1,1.0,1,12.97,Low
B000NVIFGW,0.5589,0.0645,0,0.0,0.0,1,1.0,1,27.41,Low
B000NVR94G,0.6509499999999999,0.2291,0,1.0,0.0,2,2.0,2,47.31,Medium
B000NWD020,0.4182,-0.0,0,1.0,0.0,1,1.0,1,28.82,Low
B000NWMOBS,0.389925,0.4277,1,0.5,0.0,4,4.0,4,37.52,Medium
B000NY66DS,0.38647142857142863,0.6442,1,0.4286,0.0,7,7.0,7,44.22,Medium
B000NZXMUW,0.32225,0.2291,0,1.0,0.0,2,2.0,2,32.52,Medium
B000O5XP3U,0.6436,0.0645,0,0.0,0.0,1,1.0,1,31.22,Low
B000O8RL7S,0.341875,0.5474,1,1.0,0.0,4,4.0,4,44.54,Medium
B000OOU9US,0.6321,0.2291,0,1.0,0.0,2,2.0,2,46.46,Medium
B000OQ9YZW,0.6403,-0.0,0,1.0,0.0,1,1.0,1,38.81,Medium
B000OQFVLS,0.31904285714285713,0.5617,1,0.8571,0.0,7,7.0,7,42.59,Medium
B000OSM30S,0.5328,-0.0,0,1.0,0.0,1,1.0,1,33.98,Medium
B000OV40LA,0.5309375,0.6167,1,0.625,0.0,8,8.0,8,51.73,Medium
B000OYNCUM,0.5495,-0.0,0,1.0,0.0,1,1.0,1,34.73,Medium
B000OZWP8G,0.3205,0.0645,0,0.0,0.0,1,1.0,1,16.68,Low
B000P275ZQ,0.4058,-0.0,0,1.0,0.0,1,1.0,1,28.26,Low
B000P4YH4G,0.36915000000000003,0.2291,0,1.0,0.0,2,2.0,2,34.63,Medium
B000PA3B6A,0.6449,0.3838,0,0.5,0.0,2,2.0,2,47.45,Medium
B000PHTBNU,0.5471,0.0645,0,0.0,0.0,1,1.0,1,26.88,Low
B000PJ82PQ,0.3836,0.0645,0,0.0,0.0,1,1.0,1,19.52,Low
B000PKKAFK,0.5408666666666667,0.3924,1,0.6667,0.0,3,3.0,3,44.74,Medium
B000PKKAGO,0.5955555555555556,0.65,1,0.4444,0.0,9,9.0,9,53.99,Medium
B000PKMA2G,0.55035,0.5421,1,0.25,0.0,4,4.0,4,46.24,Medium
B000PKNPES,0.5158666666666667,0.8158,1,0.3333,0.0,12,12.0,12,55.1,Medium
B000PKS7AU,0.3982,-0.0,0,1.0,0.0,1,1.0,1,27.92,Low
B000PY8B98,0.8651,0.0645,0,0.0,0.0,1,1.0,1,41.19,Medium
B000Q30S94,0.442,-0.0,0,1.0,0.0,1,1.0,1,29.89,Low
B000QU1602,0.2739,0.419,1,0.6667,0.0,3,3.0,3,33.66,Medium
B000QV2NFS,0.3691,0.0645,0,0.0,0.0,1,1.0,1,18.87,Low
B000REIM1S,0.37311818181818185,0.7522,1,0.4545,0.0,11,11.0,11,47.66,Medium
B000RFDQB8,0.24269999999999997,0.3332,0,0.5,0.0,2,2.0,2,27.58,Low
B000RJ2X3G,0.3788,0.0645,0,0.0,0.0,1,1.0,1,19.3,Low
B000ROHK7K,0.26525,0.5285,1,0.0,0.0,2,2.0,2,30.43,Low
B000RTSMYU,0.4252,-0.0,0,1.0,0.0,1,1.0,1,29.13,Low
B000RZQIAE,0.6059,0.0645,0,0.0,0.0,1,1.0,1,29.52,Low
B000S2T42U,0.2004,0.0645,0,0.0,0.0,1,1.0,1,11.28,Low
B000S94J00,0.7932,0.0645,0,0.0,0.0,1,1.0,1,37.95,Medium
B000S9995A,0.2614,-0.0,0,1.0,0.0,1,1.0,1,21.76,Low
B000SDI6MI,0.52915,0.2291,0,1.0,0.0,2,2.0,2,41.83,Medium
B000SDI6OG,0.5447,0.0645,0,0.0,0.0,1,1.0,1,26.77,Low
B000SOLLXI,0.4392,0.0645,0,0.0,0.0,1,1.0,1,22.02,Low
B000SSQGXE,0.1169,0.0645,0,0.0,0.0,1,1.0,1,7.52,Low
B000STDMSU,0.5929,-0.0,0,1.0,0.0,1,1.0,1,36.68,Medium
B000SWXZN4,0.4025,-0.0,0,1.0,0.0,1,1.0,1,28.11,Low
B000T9APWA,0.2945,0.0645,0,0.0,0.0,1,1.0,1,15.51,Low
B000TF246Y,0.5807,0.4955,1,0.75,0.0,4,4.0,4,50.97,Medium
B000TFW8WE,0.3959,0.0645,0,0.0,0.0,1,1.0,1,20.07,Low
B000TINMH6,0.1795,-0.0,0,1.0,0.0,1,1.0,1,18.08,Low
B000TLSSUO,0.2541,0.0645,0,0.0,0.0,1,1.0,1,13.69,Low
B000TV9S08,0.3488,-0.0,0,1.0,0.0,1,1.0,1,25.7,Low
B000TX45AO,0.8876,0.0645,0,0.0,0.0,1,1.0,1,42.2,Medium
B000U69JME,0.3258,0.2291,0,1.0,0.0,2,2.0,2,32.68,Medium
B000UCEG1C,0.5065,0.2961,0,0.5,0.0,2,2.0,2,38.16,Medium
B000UIBC7W,0.4583,-0.0,0,1.0,0.0,1,1.0,1,30.62,Low
B000UJZIEY,0.83354,0.4857,1,0.4,0.0,5,5.0,5,58.51,Medium
B000UK163K,0.56065,0.4955,1,0.75,0.0,4,4.0,4,50.07,Medium
B000UK2VRK,0.5451,0.2953,0,0.5,0.0,2,2.0,2,39.86,Medium
B000UK4Y5M,0.57765,0.5042,1,0.0,0.0,2,2.0,2,43.64,Medium
B000UK4Y6Q,0.44049999999999995,0.419,1,0.6667,0.0,3,3.0,3,41.15,Medium
B000UKOS6M,0.3377,0.0645,0,0.0,0.0,1,1.0,1,17.45,Low
B000ULKS10,0.3292,-0.0,0,1.0,0.0,1,1.0,1,24.81,Low
B000ULNFCE,0.3874,0.0645,0,0.0,0.0,1,1.0,1,19.69,Low
B000ULP3S8,0.4773,-0.0,0,1.0,0.0,1,1.0,1,31.48,Low
B000UTMN06,0.16055000000000003,0.2291,0,1.0,0.0,2,2.0,2,25.24,Low
B000UW4E7I,0.951,-0.0,0,1.0,0.0,1,1.0,1,52.8,Medium
B000UZXN8G,0.2043,-0.0,0,1.0,0.0,1,1.0,1,19.19,Low
B000V1XWXK,0.9582,-0.0,0,1.0,0.0,1,1.0,1,53.12,Medium
B000V2J3ZA,0.2382,0.419,1,0.6667,0.0,3,3.0,3,32.05,Medium
B000V5F2NO,0.35995,0.7269,1,0.25,0.0,8,8.0,8,44.14,Medium
B000V5KL7G,0.5164,-0.0,0,1.0,0.0,1,1.0,1,33.24,Medium
B000V8GH4Y,0.2272,0.5042,1,0.0,0.0,2,2.0,2,27.87,Low
B000VDCFDG,0.5595,0.0645,0,0.0,0.0,1,1.0,1,27.44,Low
